timestamp,actual_arrival,scheduled_arrival,passenger_count
2024-03-21 12:22:00,27.07,27,31
2024-03-21 12:34:00,61.63,59,47
2024-03-21 12:39:00,20.95,21,40
2024-03-21 12:54:00,37.1,35,56
2024-03-21 14:07:00,18.65,15,18
2024-03-21 15:06:00,26.15,26,27
2024-03-21 15:40:00,57.49,56,54
2024-03-21 15:41:00,48.58,49,36
2024-03-21 16:12:00,59.2,58,26
2024-03-21 16:47:00,45.94,47,12
2024-03-21 17:13:00,68.2,65,37
2024-03-21 18:09:00,32.7,33,5
2024-03-21 19:07:00,17.42,19,21
2024-03-21 19:21:00,47.16,46,47
2024-03-21 20:06:00,54.19,54,31
2024-03-21 20:32:00,60.29,58,45
2024-03-21 20:45:00,51.53,48,52
2024-03-21 20:56:00,62.52,65,48
2024-03-21 21:31:00,32.73,35,39
2024-03-21 22:04:00,23.69,23,47
2024-03-21 22:14:00,32.18,30,12
2024-03-21 22:48:00,34.44,34,22
2024-03-22 01:08:00,29.9,29,46
2024-03-22 02:06:00,33.58,32,34
2024-03-22 02:13:00,63.54,64,58
2024-03-22 02:48:00,70.75,67,10
2024-03-22 03:37:00,37.67,38,28
2024-03-22 04:45:00,24.68,23,54
2024-03-22 04:46:00,55.63,56,27
2024-03-22 12:27:00,38.12,35,46
2024-03-22 12:48:00,41.61,43,29
2024-03-22 13:16:00,49.51,49,33
2024-03-22 14:25:00,18.62,22,9
2024-03-22 14:30:00,20.53,20,29
2024-03-22 14:53:00,41.68,41,36
2024-03-22 15:01:00,30.49,29,19
2024-03-22 15:22:00,25.49,26,16
2024-03-22 15:52:00,63.22,63,20
2024-03-22 16:28:00,39.93,38,16
2024-03-22 17:17:00,57.94,56,48
2024-03-22 17:25:00,53.51,53,29
2024-03-22 18:23:00,54.63,51,55
2024-03-22 18:25:00,64.05,66,13
2024-03-22 18:49:00,22.66,22,45
2024-03-22 18:53:00,41.27,43,7
2024-03-22 20:51:00,66.18,64,39
2024-03-22 23:09:00,41.3,40,48
2024-03-22 23:19:00,50.38,49,20
2024-03-22 23:31:00,62.66,62,53
2024-03-23 00:15:00,39.3,38,29
2024-03-23 00:29:00,36.35,34,7
2024-03-23 01:09:00,53.99,52,26
2024-03-23 01:52:00,24.18,23,25
2024-03-23 02:20:00,64.3,63,8
2024-03-23 02:25:00,35.68,37,9
2024-03-23 02:32:00,21.54,22,56
2024-03-23 03:09:00,41.16,42,17
2024-03-23 03:22:00,43.77,43,39
2024-03-23 04:17:00,39.43,39,11
2024-03-23 12:02:00,55.77,57,29
2024-03-23 12:34:00,40.67,39,50
2024-03-23 13:13:00,72.55,70,60
2024-03-23 13:36:00,19.21,18,11
2024-03-23 14:05:00,17.6,15,9
2024-03-23 14:53:00,61.07,60,56
2024-03-23 16:47:00,58.19,59,60
2024-03-23 16:57:00,34.63,34,26
2024-03-23 17:03:00,57.26,57,38
2024-03-23 18:02:00,38.04,35,30
2024-03-23 19:28:00,28.43,28,16
2024-03-23 19:31:00,31.38,29,59
2024-03-23 22:01:00,52.08,48,38
2024-03-23 22:17:00,22.01,24,18
2024-03-23 23:14:00,14.49,16,13
2024-03-23 23:45:00,17.45,15,15
2024-03-23 23:45:00,56.25,57,56
2024-03-24 00:07:00,55.31,55,46
2024-03-24 00:25:00,18.06,19,23
2024-03-24 01:01:00,16.83,17,30
2024-03-24 01:28:00,41.56,41,19
2024-03-24 01:54:00,47.69,48,12
2024-03-24 02:53:00,36.72,38,52
2024-03-24 02:56:00,55.49,53,47
2024-03-24 02:57:00,24.96,24,8
2024-03-24 02:57:00,28.16,28,21
2024-03-24 03:26:00,17.02,17,20
2024-03-24 03:52:00,25.63,24,11
2024-03-24 03:56:00,65.08,62,47
2024-03-24 04:33:00,68.93,68,60
2024-03-24 12:14:00,41.28,43,17
2024-03-24 13:26:00,55.8,56,19
2024-03-24 13:38:00,52.95,52,38
2024-03-24 14:09:00,20.68,20,19
2024-03-24 14:36:00,51.59,49,60
2024-03-24 14:49:00,25.14,25,25
2024-03-24 14:54:00,29.73,28,21
2024-03-24 15:01:00,17.5,18,5
2024-03-24 15:38:00,46.82,47,21
2024-03-24 15:59:00,66.05,63,47
2024-03-24 16:18:00,58.67,55,47
2024-03-24 16:35:00,24.49,22,17
2024-03-24 16:38:00,30.06,30,23
2024-03-24 17:00:00,27.24,26,51
2024-03-24 17:17:00,55.35,54,48
2024-03-24 18:53:00,44.08,43,6
2024-03-24 20:23:00,17.33,15,40
2024-03-24 20:52:00,66.88,65,15
2024-03-24 21:34:00,38.45,39,6
2024-03-24 21:58:00,41.89,41,58
2024-03-24 22:40:00,68.04,68,37
2024-03-24 22:44:00,33.61,32,56
2024-03-24 22:56:00,34.58,33,7
2024-03-24 23:32:00,39.73,40,54
2024-03-25 01:08:00,16.17,16,14
2024-03-25 01:15:00,69.94,69,17
2024-03-25 01:42:00,33.31,31,25
2024-03-25 04:16:00,21.1,22,28
2024-03-25 04:23:00,61.97,62,15
2024-03-25 04:59:00,61.23,63,5
2024-03-25 13:10:00,49.51,45,52
2024-03-25 13:12:00,35.32,36,60
2024-03-25 13:31:00,15.19,16,31
2024-03-25 13:40:00,27.2,28,57
2024-03-25 13:42:00,59.19,58,16
2024-03-25 14:38:00,18.59,17,44
2024-03-25 15:34:00,70.0,67,35
2024-03-25 18:20:00,61.75,62,5
2024-03-25 19:28:00,62.94,64,15
2024-03-25 19:53:00,69.3,69,21
2024-03-25 19:55:00,39.35,38,8
2024-03-25 20:00:00,28.7,27,36
2024-03-25 20:48:00,42.91,38,57
2024-03-25 20:50:00,48.93,50,44
2024-03-25 21:10:00,26.47,28,30
2024-03-25 21:40:00,49.15,44,36
2024-03-25 22:11:00,16.26,17,6
2024-03-25 22:33:00,68.26,67,24
2024-03-25 23:37:00,22.86,22,14
2024-03-25 23:38:00,28.56,29,26
2024-03-26 00:38:00,26.34,24,55
2024-03-26 01:08:00,33.37,34,44
2024-03-26 01:17:00,28.33,29,15
2024-03-26 01:20:00,27.89,29,33
2024-03-26 02:34:00,43.44,43,33
2024-03-26 02:41:00,55.39,56,17
2024-03-26 03:23:00,28.54,27,50
2024-03-26 03:27:00,50.25,48,20
2024-03-26 03:56:00,32.67,35,14
2024-03-26 04:01:00,69.43,67,6
2024-03-26 12:53:00,23.73,22,58
2024-03-26 13:04:00,40.42,37,57
2024-03-26 13:16:00,40.1,43,57
2024-03-26 13:27:00,53.49,53,37
2024-03-26 13:36:00,25.92,25,57
2024-03-26 14:19:00,68.62,68,15
2024-03-26 14:22:00,22.76,25,31
2024-03-26 15:20:00,21.56,24,26
2024-03-26 15:57:00,39.91,39,10
2024-03-26 16:26:00,22.69,21,14
2024-03-26 18:01:00,30.91,31,51
2024-03-26 18:18:00,48.8,46,7
2024-03-26 19:30:00,20.78,22,23
2024-03-26 19:35:00,35.25,33,51
2024-03-26 20:16:00,38.05,35,52
2024-03-26 21:22:00,60.22,59,11
2024-03-26 22:49:00,41.34,42,33
2024-03-26 22:55:00,40.93,40,30
2024-03-26 23:04:00,43.18,42,36
2024-03-26 23:09:00,56.38,56,24
2024-03-26 23:27:00,65.87,67,51
2024-03-27 00:36:00,26.42,28,5
2024-03-27 01:11:00,67.49,68,51
2024-03-27 01:49:00,66.86,65,8
2024-03-27 02:11:00,49.6,47,57
2024-03-27 02:36:00,56.59,55,30
2024-03-27 02:39:00,14.0,17,60
2024-03-27 03:32:00,48.39,50,12
2024-03-27 03:59:00,38.85,35,32
2024-03-27 04:14:00,22.53,23,9
2024-03-27 12:09:00,40.89,42,8
2024-03-27 12:23:00,67.39,68,13
2024-03-27 13:03:00,50.02,50,21
2024-03-27 15:02:00,15.23,16,24
2024-03-27 16:10:00,43.75,43,48
2024-03-27 16:32:00,37.77,38,51
2024-03-27 16:36:00,16.58,15,44
2024-03-27 16:38:00,39.66,40,19
2024-03-27 17:33:00,42.1,38,32
2024-03-27 17:48:00,35.98,36,56
2024-03-27 17:52:00,40.94,40,5
2024-03-27 19:56:00,23.58,22,22
2024-03-27 20:15:00,57.45,59,51
2024-03-27 21:16:00,19.99,22,46
2024-03-27 21:29:00,22.52,21,52
2024-03-27 21:40:00,18.49,18,36
2024-03-27 22:01:00,32.87,32,28
2024-03-27 22:06:00,31.5,28,18
2024-03-27 22:25:00,54.45,56,49
2024-03-27 22:33:00,30.36,29,17
2024-03-27 22:56:00,48.74,51,24
2024-03-27 23:17:00,22.8,21,50
2024-03-27 23:22:00,59.66,61,19
2024-03-27 23:51:00,16.83,18,46
2024-03-28 00:15:00,18.67,19,17
2024-03-28 00:39:00,33.79,32,21
2024-03-28 02:35:00,64.0,62,20
2024-03-28 03:05:00,18.96,21,33
2024-03-28 04:43:00,54.84,52,22
2024-03-28 04:49:00,24.81,24,23
2024-03-28 12:30:00,19.43,21,15
2024-03-28 12:33:00,26.08,25,39
2024-03-28 13:06:00,25.47,24,32
2024-03-28 13:41:00,38.61,39,57
2024-03-28 14:14:00,42.04,38,41
2024-03-28 15:30:00,17.71,16,32
2024-03-28 15:34:00,62.89,60,38
2024-03-28 15:34:00,56.84,56,5
2024-03-28 16:10:00,20.23,20,36
2024-03-28 16:51:00,31.88,34,15
2024-03-28 18:07:00,26.6,26,56
2024-03-28 19:08:00,47.94,49,39
2024-03-28 20:09:00,52.76,53,13
2024-03-28 20:18:00,24.75,25,28
2024-03-28 20:23:00,16.35,18,51
2024-03-28 20:34:00,24.52,25,36
2024-03-28 20:40:00,69.8,68,16
2024-03-28 21:38:00,22.58,21,51
2024-03-28 21:57:00,37.87,39,59
2024-03-28 21:59:00,65.83,66,28
2024-03-28 22:13:00,51.6,51,47
2024-03-28 22:35:00,19.37,18,29
2024-03-28 22:51:00,48.7,49,26
2024-03-28 23:33:00,40.36,39,35
2024-03-28 23:34:00,28.33,24,58
2024-03-29 01:18:00,25.14,23,58
2024-03-29 01:20:00,36.19,35,57
2024-03-29 02:07:00,51.25,52,32
2024-03-29 02:19:00,64.61,67,12
2024-03-29 02:53:00,33.12,31,37
2024-03-29 12:54:00,62.96,63,37
2024-03-29 13:29:00,60.57,61,31
2024-03-29 13:45:00,38.63,38,41
2024-03-29 14:04:00,31.22,31,8
2024-03-29 14:57:00,24.26,27,33
2024-03-29 15:21:00,42.7,42,35
2024-03-29 16:28:00,69.31,68,12
2024-03-29 16:38:00,38.1,37,35
2024-03-29 17:36:00,69.73,69,41
2024-03-29 18:30:00,70.43,68,46
2024-03-29 18:48:00,47.82,47,10
2024-03-29 18:49:00,40.56,41,16
2024-03-29 18:57:00,15.69,15,35
2024-03-29 18:58:00,62.15,63,29
2024-03-29 19:05:00,54.08,53,50
2024-03-29 19:21:00,51.23,52,34
2024-03-29 20:11:00,55.49,56,44
2024-03-29 21:06:00,21.32,22,5
2024-03-29 21:47:00,64.04,62,11
2024-03-29 22:41:00,62.47,62,59
2024-03-29 23:32:00,53.77,53,6
2024-03-29 23:59:00,25.93,24,57
2024-03-30 00:10:00,61.1,64,40
2024-03-30 00:18:00,16.67,18,19
2024-03-30 00:38:00,52.29,52,36
2024-03-30 01:44:00,39.47,41,9
2024-03-30 02:18:00,42.89,40,55
2024-03-30 02:52:00,64.59,61,39
2024-03-30 03:18:00,59.48,59,19
2024-03-30 03:40:00,57.17,55,27
2024-03-30 12:17:00,33.04,31,37
2024-03-30 13:12:00,56.9,56,32
2024-03-30 13:24:00,48.25,45,20
2024-03-30 13:36:00,44.24,42,55
2024-03-30 14:56:00,63.31,63,45
2024-03-30 15:21:00,67.44,65,45
2024-03-30 15:29:00,68.47,70,38
2024-03-30 15:40:00,16.23,17,26
2024-03-30 15:48:00,26.63,26,52
2024-03-30 16:01:00,19.14,18,40
2024-03-30 16:04:00,35.37,37,8
2024-03-30 16:51:00,70.45,69,21
2024-03-30 17:07:00,37.85,37,10
2024-03-30 17:11:00,68.42,67,48
2024-03-30 19:19:00,43.39,44,33
2024-03-30 19:31:00,55.24,58,9
2024-03-30 21:04:00,57.86,57,40
2024-03-30 21:28:00,25.33,23,34
2024-03-30 21:49:00,47.2,47,31
2024-03-30 21:57:00,56.39,54,36
2024-03-30 21:58:00,32.16,34,23
2024-03-30 23:09:00,39.98,41,28
2024-03-30 23:45:00,52.98,54,60
2024-03-30 23:45:00,51.66,53,59
2024-03-31 01:38:00,34.18,33,59
2024-03-31 01:43:00,17.51,16,16
2024-03-31 02:32:00,61.58,61,55
2024-03-31 03:04:00,64.99,66,25
2024-03-31 03:21:00,21.55,19,33
2024-03-31 03:57:00,62.9,62,21
2024-03-31 12:02:00,67.44,67,42
2024-03-31 12:08:00,49.44,47,31
2024-03-31 12:22:00,38.37,35,59
2024-03-31 12:59:00,38.07,38,23
2024-03-31 13:03:00,45.72,45,23
2024-03-31 13:17:00,67.55,68,54
2024-03-31 13:17:00,65.39,64,58
2024-03-31 13:19:00,64.59,65,47
2024-03-31 14:17:00,51.28,48,44
2024-03-31 14:43:00,43.97,44,40
2024-03-31 15:59:00,68.76,70,22
2024-03-31 16:19:00,43.45,43,33
2024-03-31 17:42:00,20.95,16,15
2024-03-31 18:18:00,55.17,52,44
2024-03-31 18:42:00,43.17,44,31
2024-03-31 19:49:00,35.32,34,18
2024-03-31 20:12:00,56.91,58,28
2024-03-31 20:16:00,52.32,49,50
2024-03-31 20:35:00,14.69,16,44
2024-03-31 22:03:00,52.29,50,19
2024-03-31 22:11:00,30.67,28,7
2024-03-31 23:54:00,48.83,49,48
2024-04-01 00:13:00,32.6,32,24
2024-04-01 00:38:00,23.07,23,41
2024-04-01 01:47:00,20.51,21,9
2024-04-01 02:52:00,31.32,27,31
2024-04-01 03:24:00,25.37,24,41
2024-04-01 03:52:00,63.15,61,15
2024-04-01 04:16:00,19.11,17,46
2024-04-01 04:26:00,18.55,17,48
2024-04-01 12:07:00,59.84,60,23
2024-04-01 12:36:00,63.99,65,11
2024-04-01 12:48:00,58.19,56,43
2024-04-01 12:51:00,48.25,49,40
2024-04-01 14:24:00,31.96,30,23
2024-04-01 14:50:00,30.78,32,8
2024-04-01 15:38:00,25.4,25,5
2024-04-01 15:50:00,17.16,17,39
2024-04-01 17:11:00,56.34,54,21
2024-04-01 17:21:00,58.49,56,49
2024-04-01 17:38:00,57.92,55,22
2024-04-01 19:20:00,58.29,57,52
2024-04-01 19:45:00,34.42,34,15
2024-04-01 20:25:00,20.51,16,58
2024-04-01 20:27:00,42.96,43,34
2024-04-01 22:04:00,23.19,25,57
2024-04-01 22:33:00,42.42,41,37
2024-04-01 23:21:00,63.88,65,45
2024-04-01 23:23:00,31.0,32,26
2024-04-01 23:49:00,18.06,20,13
2024-04-02 00:11:00,31.56,30,21
2024-04-02 00:11:00,54.54,53,18
2024-04-02 00:28:00,29.49,25,40
2024-04-02 00:29:00,69.54,70,19
2024-04-02 00:58:00,21.68,20,23
2024-04-02 02:30:00,52.93,51,14
2024-04-02 02:43:00,51.85,52,28
2024-04-02 02:48:00,50.75,47,52
2024-04-02 02:58:00,30.77,30,37
2024-04-02 02:59:00,61.37,62,7
2024-04-02 12:47:00,36.87,35,60
2024-04-02 13:34:00,28.03,27,25
2024-04-02 13:40:00,26.19,24,27
2024-04-02 13:55:00,68.92,70,26
2024-04-02 14:15:00,28.69,29,12
2024-04-02 15:08:00,22.31,22,46
2024-04-02 15:30:00,40.13,38,52
2024-04-02 16:01:00,60.73,56,44
2024-04-02 18:24:00,38.28,38,37
2024-04-02 18:58:00,18.8,17,52
2024-04-02 19:08:00,57.71,58,57
2024-04-02 19:42:00,16.02,16,17
2024-04-02 21:12:00,19.69,20,22
2024-04-02 21:56:00,32.21,32,37
2024-04-02 22:01:00,68.27,67,28
2024-04-02 22:24:00,57.49,56,40
2024-04-02 22:48:00,66.15,65,37
2024-04-02 23:24:00,25.27,24,30
2024-04-02 23:30:00,21.1,22,11
2024-04-02 23:50:00,24.88,28,19
2024-04-02 23:57:00,37.56,35,9
2024-04-03 00:02:00,41.44,40,36
2024-04-03 00:37:00,31.3,32,20
2024-04-03 00:56:00,35.99,35,39
2024-04-03 01:13:00,48.44,47,15
2024-04-03 01:48:00,35.7,36,15
2024-04-03 03:23:00,30.6,32,36
2024-04-03 03:37:00,51.65,54,44
2024-04-03 03:46:00,53.08,50,32
2024-04-03 03:47:00,35.25,37,47
2024-04-03 12:17:00,58.64,56,5
2024-04-03 12:27:00,13.82,15,8
2024-04-03 12:44:00,20.38,19,9
2024-04-03 12:50:00,52.85,52,52
2024-04-03 13:19:00,29.29,28,41
2024-04-03 13:22:00,50.58,50,41
2024-04-03 14:39:00,70.31,69,31
2024-04-03 15:12:00,38.82,37,18
2024-04-03 15:32:00,57.96,56,60
2024-04-03 17:36:00,47.94,47,11
2024-04-03 18:16:00,51.51,50,41
2024-04-03 19:05:00,61.26,60,47
2024-04-03 19:29:00,17.42,17,8
2024-04-03 19:33:00,25.52,24,22
2024-04-03 20:44:00,35.81,34,15
2024-04-03 22:49:00,51.89,52,58
2024-04-03 22:55:00,47.52,46,23
2024-04-03 23:05:00,18.72,18,49
2024-04-03 23:39:00,68.56,68,36
2024-04-04 00:10:00,69.62,68,21
2024-04-04 00:45:00,33.75,34,12
2024-04-04 00:46:00,54.72,55,57
2024-04-04 01:19:00,69.54,70,55
2024-04-04 01:33:00,21.87,22,32
2024-04-04 02:05:00,20.48,19,30
2024-04-04 02:30:00,51.58,54,59
2024-04-04 02:43:00,72.54,70,58
2024-04-04 02:47:00,69.82,65,42
2024-04-04 03:39:00,62.07,62,36
2024-04-04 04:13:00,42.94,42,38
2024-04-04 12:16:00,46.71,49,38
2024-04-04 12:34:00,65.3,68,5
2024-04-04 13:44:00,61.1,63,16
2024-04-04 14:31:00,36.14,36,38
2024-04-04 14:32:00,28.79,29,60
2024-04-04 14:54:00,44.92,43,13
2024-04-04 15:09:00,27.2,30,10
2024-04-04 15:16:00,67.6,66,32
2024-04-04 15:17:00,35.78,35,23
2024-04-04 15:23:00,25.58,23,12
2024-04-04 16:14:00,69.89,67,34
2024-04-04 16:49:00,27.58,26,45
2024-04-04 17:09:00,62.07,60,11
2024-04-04 18:17:00,24.92,27,5
2024-04-04 18:36:00,58.39,59,25
2024-04-04 19:11:00,26.68,26,55
2024-04-04 19:20:00,63.3,62,37
2024-04-04 21:02:00,70.88,69,50
2024-04-04 21:03:00,42.19,42,57
2024-04-04 22:09:00,68.49,67,33
2024-04-04 22:15:00,18.29,19,22
2024-04-04 22:22:00,62.68,62,26
2024-04-04 22:23:00,24.82,26,18
2024-04-04 23:43:00,66.69,66,28
2024-04-05 00:01:00,70.09,69,8
2024-04-05 00:39:00,16.87,16,14
2024-04-05 00:42:00,18.8,20,32
2024-04-05 02:33:00,50.36,49,46
2024-04-05 03:00:00,52.79,53,34
2024-04-05 04:18:00,28.57,30,39
2024-04-05 12:07:00,23.58,22,48
2024-04-05 12:09:00,40.32,41,43
2024-04-05 12:41:00,43.56,43,7
2024-04-05 13:03:00,29.07,30,50
2024-04-05 13:15:00,55.92,54,24
2024-04-05 13:29:00,27.65,27,39
2024-04-05 14:10:00,44.83,45,39
2024-04-05 14:21:00,55.11,54,40
2024-04-05 15:31:00,38.7,39,41
2024-04-05 16:11:00,44.91,45,5
2024-04-05 16:34:00,53.02,54,38
2024-04-05 17:01:00,35.28,33,33
2024-04-05 17:54:00,52.94,54,7
2024-04-05 18:35:00,36.01,35,40
2024-04-05 20:43:00,56.42,55,50
2024-04-05 21:03:00,69.99,70,43
2024-04-05 21:05:00,34.67,35,53
2024-04-05 21:08:00,27.98,27,37
2024-04-05 21:38:00,40.47,44,38
2024-04-05 22:06:00,44.4,42,36
2024-04-06 00:47:00,25.7,25,28
2024-04-06 00:55:00,27.31,26,36
2024-04-06 01:15:00,68.93,70,23
2024-04-06 02:03:00,23.64,25,48
2024-04-06 02:43:00,66.61,66,14
2024-04-06 02:52:00,36.27,34,30
2024-04-06 02:57:00,25.79,24,24
2024-04-06 03:34:00,49.93,50,31
2024-04-06 04:24:00,51.43,52,41
2024-04-06 04:50:00,21.86,21,21
2024-04-06 12:00:00,24.71,25,47
2024-04-06 13:50:00,35.03,33,8
2024-04-06 14:19:00,23.83,22,59
2024-04-06 14:23:00,30.38,30,33
2024-04-06 14:46:00,63.42,60,59
2024-04-06 15:02:00,16.06,15,41
2024-04-06 15:13:00,28.93,30,5
2024-04-06 15:26:00,54.35,55,58
2024-04-06 16:01:00,43.9,42,23
2024-04-06 16:38:00,63.04,62,41
2024-04-06 16:58:00,63.48,63,36
2024-04-06 17:37:00,43.19,43,16
2024-04-06 19:03:00,20.04,16,54
2024-04-06 20:11:00,61.96,60,49
2024-04-06 20:13:00,24.09,20,32
2024-04-06 20:29:00,60.78,61,58
2024-04-06 20:33:00,53.54,54,23
2024-04-06 20:43:00,28.35,27,53
2024-04-06 20:48:00,67.66,66,34
2024-04-06 21:14:00,38.92,36,46
2024-04-06 21:22:00,28.82,28,20
2024-04-06 21:24:00,48.07,49,55
2024-04-06 21:31:00,22.29,20,38
2024-04-06 22:42:00,31.51,30,50
2024-04-07 00:55:00,36.03,37,10
2024-04-07 01:04:00,48.2,48,40
2024-04-07 01:25:00,31.22,29,28
2024-04-07 01:30:00,70.31,70,6
2024-04-07 01:52:00,35.92,36,11
2024-04-07 02:44:00,44.68,45,18
2024-04-07 12:37:00,55.42,52,10
2024-04-07 12:59:00,36.85,35,46
2024-04-07 14:52:00,37.04,36,58
2024-04-07 14:57:00,61.32,61,6
2024-04-07 15:11:00,36.29,36,25
2024-04-07 15:15:00,28.74,27,53
2024-04-07 17:01:00,56.66,54,30
2024-04-07 17:37:00,35.01,33,19
2024-04-07 18:54:00,62.25,61,23
2024-04-07 19:43:00,36.63,38,23
2024-04-07 20:51:00,25.25,23,24
2024-04-07 21:52:00,43.17,39,49
2024-04-07 22:03:00,28.61,28,36
2024-04-07 22:36:00,32.65,34,29
2024-04-07 22:37:00,55.26,54,20
2024-04-07 23:10:00,53.46,52,56
2024-04-07 23:29:00,53.14,52,26
2024-04-07 23:30:00,63.52,65,25
2024-04-08 01:18:00,63.29,63,10
2024-04-08 02:03:00,16.83,17,30
2024-04-08 02:28:00,36.22,35,51
2024-04-08 02:43:00,51.73,53,25
2024-04-08 02:43:00,40.59,40,5
2024-04-08 02:47:00,68.21,69,12
2024-04-08 03:04:00,22.06,23,57
2024-04-08 03:15:00,40.13,39,46
2024-04-08 03:21:00,47.44,46,49
2024-04-08 04:04:00,37.37,38,59
2024-04-08 04:15:00,64.97,66,32
2024-04-08 04:21:00,17.2,16,7
2024-04-08 12:02:00,25.31,24,32
2024-04-08 12:06:00,32.95,30,49
2024-04-08 12:57:00,30.68,30,46
2024-04-08 13:32:00,39.67,38,29
2024-04-08 14:17:00,53.88,52,6
2024-04-08 15:29:00,71.53,70,16
2024-04-08 16:16:00,61.82,62,54
2024-04-08 16:27:00,69.46,69,43
2024-04-08 17:19:00,62.46,61,44
2024-04-08 17:38:00,66.94,64,55
2024-04-08 18:13:00,15.65,16,45
2024-04-08 18:38:00,57.66,55,7
2024-04-08 18:53:00,56.52,57,17
2024-04-08 20:39:00,61.86,59,32
2024-04-08 21:15:00,38.5,39,47
2024-04-08 23:13:00,45.7,46,12
2024-04-08 23:23:00,25.24,25,57
2024-04-09 00:03:00,65.04,65,23
2024-04-09 00:33:00,22.43,25,37
2024-04-09 01:19:00,42.44,42,41
2024-04-09 01:31:00,66.56,67,43
2024-04-09 02:32:00,47.75,46,43
2024-04-09 02:37:00,73.98,70,17
2024-04-09 02:55:00,16.97,15,57
2024-04-09 03:57:00,49.24,48,25
2024-04-09 03:59:00,46.16,47,24
2024-04-09 04:01:00,30.42,30,12
2024-04-09 04:34:00,68.72,69,14
2024-04-09 04:52:00,22.33,22,29
2024-04-09 04:56:00,66.71,68,25
2024-04-09 12:12:00,34.22,36,12
2024-04-09 12:32:00,27.13,26,21
2024-04-09 12:33:00,65.98,65,6
2024-04-09 13:20:00,33.8,33,31
2024-04-09 15:05:00,62.29,61,52
2024-04-09 15:07:00,41.8,43,25
2024-04-09 15:08:00,14.95,17,49
2024-04-09 16:26:00,45.11,41,40
2024-04-09 16:48:00,59.56,55,51
2024-04-09 16:54:00,32.1,30,57
2024-04-09 17:35:00,49.35,47,35
2024-04-09 17:38:00,32.3,31,37
2024-04-09 18:15:00,42.76,38,55
2024-04-09 18:22:00,56.81,54,55
2024-04-09 18:28:00,41.12,38,12
2024-04-09 19:45:00,64.74,64,26
2024-04-09 19:52:00,25.28,26,28
2024-04-09 20:00:00,48.58,46,47
2024-04-09 21:39:00,27.44,26,31
2024-04-09 21:41:00,58.61,57,49
2024-04-09 23:03:00,54.24,53,49
2024-04-09 23:13:00,43.71,42,32
2024-04-09 23:37:00,59.37,60,29
2024-04-10 00:52:00,44.42,44,12
2024-04-10 00:58:00,28.53,28,33
2024-04-10 01:33:00,19.88,20,7
2024-04-10 01:37:00,68.52,67,10
2024-04-10 02:37:00,38.15,39,38
2024-04-10 04:07:00,36.75,37,21
2024-04-10 04:33:00,63.18,64,45
2024-04-10 14:07:00,60.15,61,23
2024-04-10 14:10:00,25.38,25,17
2024-04-10 14:21:00,71.29,68,57
2024-04-10 14:32:00,52.45,54,11
2024-04-10 16:22:00,20.19,19,44
2024-04-10 16:25:00,42.57,43,36
2024-04-10 16:34:00,18.56,18,42
2024-04-10 16:37:00,68.67,69,27
2024-04-10 18:02:00,35.9,31,23
2024-04-10 18:18:00,54.21,50,36
2024-04-10 19:30:00,70.06,68,56
2024-04-10 19:35:00,52.48,52,44
2024-04-10 20:05:00,23.05,25,27
2024-04-10 20:56:00,71.24,67,58
2024-04-10 21:31:00,40.18,41,7
2024-04-10 21:43:00,28.41,28,6
2024-04-10 21:43:00,57.04,57,46
2024-04-10 21:52:00,54.85,54,14
2024-04-10 22:07:00,64.11,63,50
2024-04-10 22:41:00,30.97,30,29
2024-04-10 22:49:00,31.47,32,18
2024-04-10 23:00:00,30.48,28,26
2024-04-10 23:05:00,64.72,62,58
2024-04-11 00:00:00,20.75,21,48
2024-04-11 00:05:00,44.48,42,31
2024-04-11 00:11:00,23.65,24,16
2024-04-11 00:22:00,55.83,52,60
2024-04-11 01:48:00,17.84,17,30
2024-04-11 03:23:00,66.54,68,29
2024-04-11 03:23:00,35.36,33,5
2024-04-11 12:33:00,68.4,68,20
2024-04-11 13:39:00,20.22,18,30
2024-04-11 13:53:00,62.37,62,27
2024-04-11 14:47:00,61.12,62,32
2024-04-11 15:03:00,49.87,49,50
2024-04-11 17:02:00,39.07,36,9
2024-04-11 18:19:00,57.66,59,57
2024-04-11 18:22:00,20.17,20,58
2024-04-11 18:23:00,40.84,39,55
2024-04-11 19:31:00,56.82,57,25
2024-04-11 19:42:00,29.49,28,36
2024-04-11 19:43:00,57.39,55,24
2024-04-11 19:44:00,45.49,45,24
2024-04-11 20:18:00,13.87,16,17
2024-04-11 21:03:00,62.23,62,58
2024-04-11 22:17:00,69.22,70,38
2024-04-11 23:30:00,45.35,46,47
2024-04-12 00:31:00,62.52,59,54
2024-04-12 00:33:00,69.73,69,55
2024-04-12 00:34:00,31.9,30,46
2024-04-12 00:56:00,64.83,64,8
2024-04-12 01:07:00,22.6,23,38
2024-04-12 02:07:00,47.91,49,5
2024-04-12 02:28:00,28.43,28,57
2024-04-12 02:39:00,59.33,62,24
2024-04-12 03:21:00,68.29,66,9
2024-04-12 03:26:00,20.36,17,52
2024-04-12 03:36:00,35.01,38,39
2024-04-12 03:51:00,69.77,65,49
2024-04-12 04:56:00,42.82,43,30
2024-04-12 12:23:00,47.33,48,59
2024-04-12 12:24:00,62.75,62,52
2024-04-12 12:50:00,45.99,44,17
2024-04-12 13:01:00,29.65,30,26
2024-04-12 14:03:00,23.66,23,40
2024-04-12 14:16:00,58.74,57,56
